-21,-21,-20,-20,-20,-20,-19,-19,-19,-19,-19,-19,-19,-19,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-16,-16,-16,-16,-16,-16,-16,-16,-16,-16,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-14,-14,-14,-14,-14,-14,-14,-14,-14,-14,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,6,6
-9,-8,-11,-10,-9,-8,-14,-13,-12,-11,-10,-9,-8,-7,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,-4,-3,-2,-1,0,1,2,3,4,5,-3,-2,-1,0,1,2,3,4,-2,-1,0,1,2,3,-1,0,1,2,0,1
